MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,AgeSold,LayoutType,TotalBaths,Total_sqft
RL,85.0,10625,Edwards,1Fam,1Story,5,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,108,350,458,Fa,N,835,0,835,0,2,TA,5,0,Basment,1920.0,Unf,1,366,0,0,83000,90,Few Rooms,1.0,2128
RL,77.0,9320,NAmes,1Fam,1Story,4,1959,Plywood,Plywood,None,TA,CBlock,TA,TA,No,569,381,950,Fa,Y,1225,0,1225,1,3,TA,6,0,None,1977.0,None,0,0,352,0,128950,51,Typical Layout,1.5,3400
RL,77.0,10603,NWAmes,1Fam,1Story,6,2001,Plywood,Plywood,BrkFace,TA,PConc,TA,TA,Mn,1200,410,1610,Gd,Y,1610,0,1610,1,3,Gd,6,2,Attchd,1977.0,RFn,2,480,168,68,205000,33,Typical Layout,2.0,4830
RL,77.0,9206,SawyerW,1Fam,2Story,6,1985,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,TA,No,0,741,741,TA,Y,977,755,1732,0,3,Gd,7,1,Attchd,1985.0,Fin,2,476,192,46,178000,25,Typical Layout,2.5,4205
RL,64.0,7018,SawyerW,Duplex,1Story,5,1979,HdBoard,HdBoard,None,TA,Slab,None,None,None,0,0,0,TA,Y,1535,0,1535,0,4,TA,8,0,Attchd,1979.0,Unf,2,410,0,0,118964,30,Typical Layout,2.0,3070
RL,94.0,10402,CollgCr,1Fam,1Story,7,2009,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,1226,1226,Ex,Y,1226,0,1226,0,3,Gd,6,0,Attchd,2009.0,RFn,3,740,0,36,198900,1,Typical Layout,2.0,3678
RM,75.0,7758,IDOTRR,1Fam,1.5Fin,7,1950,Stucco,Stucco,BrkFace,TA,PConc,TA,TA,No,224,816,1040,Ex,Y,1226,592,1818,0,4,TA,7,2,Detchd,1951.0,Unf,1,240,0,0,169500,76,Typical Layout,1.5,4676
FV,75.0,9375,Somerst,1Fam,2Story,8,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,No,0,1053,1053,Ex,Y,1053,939,1992,0,3,Gd,9,1,Attchd,2003.0,RFn,2,648,140,45,250000,5,Many Rooms,2.5,5037
RM,60.0,10800,OldTown,1Fam,1Story,4,1995,VinylSd,VinylSd,None,TA,BrkTil,Fa,TA,No,0,641,641,Gd,Y,1047,0,1047,0,2,TA,6,0,Detchd,1954.0,Unf,1,273,0,0,100000,122,Typical Layout,1.0,2735
RM,50.0,6000,OldTown,1Fam,1Story,5,1950,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,104,516,789,Ex,Y,789,0,789,0,2,TA,5,0,Detchd,1948.0,Unf,1,250,0,0,115000,60,Few Rooms,1.0,2367
RM,85.0,8500,IDOTRR,1Fam,1.5Fin,5,2005,CemntBd,CmentBd,None,TA,CBlock,TA,TA,No,0,793,793,TA,N,997,520,1517,0,3,Fa,7,0,None,1977.0,None,0,0,0,0,115000,88,Typical Layout,2.0,3827
RL,105.0,11751,NWAmes,1Fam,1Story,6,1977,Plywood,Plywood,BrkFace,TA,CBlock,Gd,TA,No,705,1139,1844,Ex,Y,1844,0,1844,0,3,TA,7,1,Attchd,1977.0,RFn,2,546,0,122,190000,33,Typical Layout,2.0,5532
RL,75.0,9525,Edwards,1Fam,1.5Fin,6,1972,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,Fa,No,444,550,994,Gd,Y,1216,639,1855,0,4,TA,7,0,Attchd,1954.0,Unf,1,325,182,0,136900,52,Typical Layout,2.0,4704
RL,77.0,7750,Gilbert,1Fam,SLvl,7,2000,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,250,134,384,Ex,Y,774,656,1430,0,3,TA,7,1,BuiltIn,2000.0,Fin,2,400,180,0,180000,10,Typical Layout,2.5,3244
RL,77.0,9965,CollgCr,1Fam,2Story,7,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Av,984,280,1264,Ex,Y,1282,1414,2696,1,4,Ex,10,1,BuiltIn,2007.0,Fin,3,792,120,184,383970,0,Many Rooms,2.5,6656
RL,61.0,21000,Crawfor,1Fam,1Story,6,1953,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,Gd,TA,Mn,35,905,1809,TA,Y,2259,0,2259,1,3,Gd,7,2,Basment,1953.0,Unf,2,450,166,120,217000,54,Typical Layout,2.0,6327
RL,61.0,7259,Crawfor,1Fam,2Story,6,2002,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,774,104,1028,Ex,Y,1436,884,2320,1,3,Gd,9,1,Detchd,1945.0,Unf,1,180,224,0,259500,62,Many Rooms,2.5,5668
FV,34.0,3230,Somerst,TwnhsE,2Story,6,1999,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,TA,No,419,310,729,Gd,Y,729,729,1458,0,2,TA,5,1,Detchd,1999.0,Unf,2,440,0,32,176000,8,Few Rooms,2.5,3645
RL,74.0,11616,Sawyer,1Fam,1Story,5,1962,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,170,252,1092,TA,Y,1092,0,1092,0,3,TA,6,1,Attchd,1962.0,Unf,1,288,0,20,139000,47,Typical Layout,1.0,3276
RL,74.0,8536,Edwards,1Fam,1Story,5,2007,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,1125,1125,Gd,Y,1125,0,1125,0,2,TA,5,0,Attchd,2007.0,Unf,2,430,80,64,155000,1,Few Rooms,1.5,3375
RL,90.0,12376,SawyerW,1Fam,2Story,7,1990,Plywood,Plywood,None,TA,PConc,Gd,TA,Mn,1470,203,1673,Gd,Y,1699,1523,3222,1,5,Gd,11,2,Attchd,1990.0,Unf,3,594,367,0,320000,20,Many Rooms,3.0,8117
RL,65.0,8461,CollgCr,1Fam,2Story,6,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,728,728,Ex,Y,728,728,1456,0,3,Gd,8,1,Attchd,2005.0,Fin,2,390,0,24,163990,1,Typical Layout,2.5,3640
RL,50.0,21453,ClearCr,1Fam,SLvl,6,1969,Plywood,Plywood,None,TA,CBlock,TA,TA,Gd,938,0,938,Ex,Y,988,0,988,1,1,TA,4,2,Attchd,1969.0,Unf,2,540,0,130,180000,37,Few Rooms,1.0,2914
RM,50.0,6060,IDOTRR,1Fam,1.5Fin,4,1950,AsbShng,AsbShng,None,TA,PConc,TA,TA,No,0,732,732,Gd,Y,772,351,1123,0,3,TA,4,0,Detchd,1979.0,Unf,1,264,0,0,100000,68,Few Rooms,1.0,2978
RL,75.0,9464,NAmes,1Fam,1Story,6,1958,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,570,510,1080,Gd,Y,1080,0,1080,0,3,TA,5,0,Attchd,1958.0,Unf,1,288,0,0,136000,50,Few Rooms,1.0,3240
RL,55.0,7892,SawyerW,TwnhsE,1Story,6,1993,Plywood,Plywood,None,Gd,PConc,Gd,TA,No,300,899,1199,Ex,Y,1199,0,1199,0,2,Gd,5,0,Attchd,1993.0,RFn,2,530,0,63,153900,15,Few Rooms,2.0,3597
RL,48.0,17043,NWAmes,1Fam,1Story,6,1998,HdBoard,HdBoard,None,TA,CBlock,Gd,Fa,No,0,1362,1362,TA,Y,1586,0,1586,0,3,TA,7,1,Attchd,1979.0,Unf,2,435,192,0,181000,30,Typical Layout,2.0,4534
RM,60.0,6780,IDOTRR,2fmCon,1.5Fin,6,1982,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,Av,490,30,520,Gd,N,520,0,754,1,2,TA,5,0,None,1977.0,None,0,0,53,0,84500,71,Few Rooms,1.0,1794
RL,55.0,4928,NPkVill,TwnhsE,1Story,6,1976,Plywood,Plywood,None,TA,CBlock,Gd,TA,No,120,958,1078,TA,Y,958,0,958,0,2,TA,5,1,Attchd,1977.0,RFn,2,440,0,205,128000,31,Few Rooms,2.0,2994
RM,55.0,4388,OldTown,1Fam,1.5Unf,5,1950,WdShing,Wd Sdng,None,TA,BrkTil,TA,TA,No,116,556,672,Ex,Y,840,0,840,0,3,TA,5,1,None,1966.0,None,0,0,0,0,87000,77,Few Rooms,1.0,2352
RL,69.0,7590,NAmes,1Fam,2Story,6,1966,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,512,148,660,TA,Y,660,688,1348,0,3,TA,6,1,Attchd,1966.0,RFn,2,453,188,108,155000,40,Typical Layout,1.5,3356
RL,69.0,8973,NAmes,1Fam,1Story,5,1991,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,567,413,1008,TA,Y,1053,0,1053,0,3,Ex,6,0,2Types,1998.0,RFn,2,750,0,80,150000,48,Typical Layout,1.5,3114
RL,88.0,14200,NAmes,1Fam,2Story,7,1966,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,445,479,924,Ex,Y,1216,941,2157,0,4,Gd,8,2,Attchd,1966.0,Fin,2,487,105,66,226000,40,Typical Layout,2.5,5238
RL,75.0,12224,Gilbert,1Fam,2Story,6,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,695,297,992,Ex,Y,1022,1032,2054,1,3,Gd,7,1,BuiltIn,2000.0,RFn,2,390,24,48,244000,9,Typical Layout,2.5,5100
RL,75.0,7388,NAmes,1Fam,1Story,5,2002,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,405,658,1063,Gd,Y,1327,0,1327,1,3,Gd,7,0,Detchd,1974.0,Unf,2,624,0,0,150750,48,Typical Layout,1.0,3717
RL,78.0,6853,Timber,1Fam,1Story,8,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,No,1005,262,1267,Ex,Y,1296,0,1296,1,2,Gd,6,0,Attchd,2001.0,Fin,2,471,192,25,220000,8,Typical Layout,2.0,3859
RL,78.0,10335,Sawyer,1Fam,1Story,5,1993,Plywood,Plywood,None,TA,CBlock,TA,TA,No,570,891,1461,Gd,Y,1721,0,1721,0,3,TA,7,1,Attchd,1968.0,RFn,2,440,0,96,180000,38,Typical Layout,2.5,4903
RL,80.0,10400,NWAmes,1Fam,1Story,7,1970,Plywood,Plywood,BrkFace,TA,PConc,TA,TA,No,0,1304,1304,Gd,Y,1682,0,1682,0,3,TA,7,1,Attchd,1970.0,Unf,2,530,98,0,174000,38,Typical Layout,2.0,4668
RL,82.0,10355,NAmes,1Fam,1Story,5,1967,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,695,519,1214,TA,Y,1214,0,1214,0,3,TA,5,1,Attchd,1967.0,RFn,1,318,0,111,143000,40,Few Rooms,2.0,3642
RL,82.0,11070,Mitchel,Duplex,1Story,7,1989,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,0,1907,1907,Gd,Y,1959,0,1959,0,5,TA,9,0,2Types,1989.0,Unf,3,766,0,0,171000,18,Many Rooms,3.0,5825
RL,73.0,9066,CollgCr,1Fam,2Story,8,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Mn,668,336,1004,Ex,Y,1004,848,1852,0,3,Gd,7,2,Attchd,1999.0,Fin,3,660,224,106,230000,9,Typical Layout,2.5,4708
RL,65.0,15426,CollgCr,1Fam,2Story,6,1997,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,821,107,928,Ex,Y,928,836,1764,1,3,Gd,7,0,Attchd,1997.0,RFn,2,470,276,99,231500,12,Typical Layout,2.5,4456
RL,70.0,10500,NAmes,1Fam,1Story,4,1971,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,432,432,864,TA,Y,864,0,864,0,3,TA,5,1,None,2005.0,None,0,0,0,0,115000,39,Few Rooms,1.0,2592
RL,78.0,11645,CollgCr,1Fam,1Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,1300,434,1734,Ex,Y,1734,0,1734,1,3,Gd,7,0,Attchd,2005.0,Fin,2,660,160,24,260000,1,Typical Layout,2.0,5202
RL,71.0,8520,NAmes,1Fam,1.5Fin,5,1952,BrkFace,Wd Sdng,None,TA,CBlock,TA,TA,No,507,403,910,Fa,Y,910,475,1385,0,4,TA,6,0,Detchd,2000.0,Unf,2,720,0,0,166000,58,Typical Layout,2.0,3680
RL,78.0,10335,CollgCr,1Fam,1Story,7,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,679,811,1490,Ex,Y,1501,0,1501,1,3,Gd,6,0,Attchd,1999.0,RFn,2,577,144,29,204000,10,Typical Layout,2.0,4492
RM,70.0,9100,Sawyer,Duplex,1Story,5,1963,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,1332,396,1728,TA,Y,1728,0,1728,1,6,TA,10,0,Detchd,1963.0,Unf,2,504,0,0,125000,43,Many Rooms,2.0,5184
RM,24.0,2522,Edwards,Twnhs,2Story,6,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,970,970,Ex,Y,970,739,1709,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,130000,2,Typical Layout,2.0,4388
RM,51.0,6120,BrkSide,1Fam,1Story,5,1993,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,209,506,715,TA,Y,875,0,875,1,2,TA,5,0,Detchd,1931.0,Unf,1,180,48,0,105000,78,Few Rooms,1.0,2465
RL,63.0,9505,Gilbert,1Fam,2Story,7,2001,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,884,884,Ex,Y,884,1151,2035,0,3,Gd,8,1,BuiltIn,2001.0,Fin,2,434,144,48,222500,9,Typical Layout,2.5,4954
RL,63.0,7500,SawyerW,1Fam,1Story,7,2005,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,No,680,400,1080,Ex,Y,1080,0,1080,1,3,Gd,6,0,None,1936.0,None,0,0,0,0,141000,4,Typical Layout,1.0,3240
RM,120.0,6240,BrkSide,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,BrkTil,Gd,TA,No,0,896,896,Gd,Y,896,448,1344,0,3,TA,7,0,Detchd,1936.0,Unf,1,240,200,114,115000,70,Typical Layout,1.0,3584
RL,120.0,10356,CollgCr,1Fam,1Story,5,1975,HdBoard,HdBoard,None,TA,CBlock,TA,TA,Av,716,253,969,TA,Y,969,0,969,0,3,TA,5,0,Attchd,1975.0,Unf,2,440,0,0,122000,32,Few Rooms,1.5,2907
RL,107.0,13891,NridgHt,1Fam,1Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Gd,1400,310,1710,Ex,Y,1710,0,1710,1,2,Gd,6,1,Attchd,2007.0,RFn,3,866,0,102,372402,1,Typical Layout,2.0,5130
RL,35.0,14803,NWAmes,1Fam,2Story,6,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,416,409,825,Gd,Y,1097,896,1993,0,4,TA,8,1,Attchd,1971.0,RFn,2,495,0,66,190000,35,Typical Layout,2.5,4811
RL,84.0,13500,ClearCr,1Fam,1Story,6,1975,BrkFace,Plywood,None,TA,CBlock,Gd,TA,Gd,429,93,1602,Gd,Y,1252,0,1252,1,1,TA,4,1,Attchd,1960.0,RFn,2,564,409,0,235000,48,Few Rooms,1.0,4106
RM,84.0,11340,OldTown,1Fam,1Story,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,1200,1200,TA,Y,1200,0,1200,0,4,TA,7,0,Detchd,1923.0,Unf,1,312,0,0,125000,83,Typical Layout,1.0,3600
RL,60.0,9600,Edwards,1Fam,1.5Fin,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,572,572,Fa,N,572,524,1096,0,2,TA,5,0,None,1950.0,None,0,0,0,8,79000,84,Few Rooms,1.0,2764
RL,60.0,7200,NAmes,1Fam,1Story,5,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,None,None,None,0,0,0,TA,Y,1040,0,1040,0,2,TA,5,0,Detchd,1950.0,Unf,2,625,0,0,109500,56,Few Rooms,1.0,2080
RL,92.0,12003,Timber,1Fam,2Story,8,2010,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,No,0,774,774,Ex,Y,774,1194,1968,0,4,Ex,8,1,BuiltIn,2009.0,Fin,3,680,0,75,269500,1,Typical Layout,2.5,4710
FV,100.0,12552,Somerst,1Fam,2Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,222,769,991,Ex,Y,991,956,1947,0,3,Gd,8,1,Attchd,2004.0,RFn,2,678,0,136,254900,6,Typical Layout,2.5,4885
RL,134.0,19378,Gilbert,1Fam,2Story,7,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Mn,57,1335,1392,Ex,Y,1392,1070,2462,1,4,Gd,9,1,Attchd,2006.0,RFn,2,576,239,132,320000,1,Many Rooms,2.5,6316
RL,110.0,11120,Veenker,1Fam,1Story,6,1984,Plywood,Plywood,None,TA,PConc,Gd,TA,No,660,572,1232,TA,Y,1232,0,1232,0,3,TA,6,0,Attchd,1984.0,Unf,2,516,0,0,162500,24,Typical Layout,2.0,3696
RL,110.0,13688,NridgHt,1Fam,2Story,9,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Av,1016,556,1572,Ex,Y,1572,1096,2668,1,3,Ex,10,2,BuiltIn,2003.0,Fin,3,726,400,0,412500,5,Many Rooms,2.5,6908
RL,95.0,12182,NridgHt,1Fam,1Story,7,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Mn,1201,340,1541,Ex,Y,1541,0,1541,0,3,Gd,7,1,Attchd,2005.0,RFn,2,532,0,70,220000,5,Typical Layout,2.0,4623
RL,55.0,5500,OldTown,1Fam,1.5Unf,4,1956,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,0,882,882,Ex,Y,882,0,882,0,1,TA,4,0,None,1926.0,None,0,0,0,0,103200,51,Few Rooms,1.0,2646
RM,40.0,5400,OldTown,1Fam,1Story,6,2004,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,Mn,370,779,1149,Gd,Y,1149,467,1616,0,3,Gd,5,0,Detchd,1926.0,Unf,1,216,0,0,152000,81,Few Rooms,2.0,4381
RL,62.0,10106,Edwards,2fmCon,1.5Fin,5,1999,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,351,112,644,Gd,Y,808,547,1355,1,4,TA,6,0,None,1955.0,None,0,0,140,0,127500,68,Typical Layout,2.0,3354
RL,86.0,10708,ClearCr,1Fam,1Story,5,1993,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,TA,No,379,470,1617,Ex,Y,1867,0,1867,1,2,TA,7,3,Attchd,1955.0,Fin,1,303,476,0,190000,54,Typical Layout,1.0,5351
RL,86.0,10562,NridgHt,1Fam,2Story,8,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,No,1288,294,1582,Ex,Y,1610,551,2161,1,3,Ex,8,1,Attchd,2007.0,Fin,3,789,178,120,325624,0,Typical Layout,1.5,5904
RL,62.0,8244,Gilbert,1Fam,2Story,7,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,840,840,Ex,Y,840,880,1720,0,3,Gd,7,1,Attchd,2004.0,Fin,2,440,100,48,183500,3,Typical Layout,2.5,4280
RL,40.0,16669,Timber,1Fam,1Story,8,1981,Plywood,Plywood,BrkFace,Gd,CBlock,Gd,TA,No,0,1686,1686,TA,Y,1707,0,1707,0,2,TA,6,1,Attchd,1981.0,RFn,2,511,574,64,228000,25,Typical Layout,2.5,5100
RM,141.0,12358,OldTown,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,360,360,720,TA,Y,854,0,1382,0,2,TA,7,0,Detchd,1991.0,Unf,2,660,237,0,128500,66,Typical Layout,1.5,2956
RL,141.0,31770,NAmes,1Fam,1Story,6,1960,BrkFace,Plywood,Stone,TA,CBlock,TA,Gd,Gd,639,441,1080,Fa,Y,1656,0,1656,1,3,TA,7,2,Attchd,1960.0,Fin,2,528,210,62,215000,50,Typical Layout,1.0,4392
RL,44.0,5306,StoneBr,TwnhsE,2Story,7,1987,HdBoard,HdBoard,None,Gd,PConc,Gd,Gd,No,495,354,1064,Gd,Y,1064,703,1767,1,2,Gd,5,1,Attchd,1987.0,RFn,2,504,441,35,239000,19,Few Rooms,2.0,4598
RL,80.0,10197,NAmes,1Fam,1Story,6,1961,WdShing,Wd Shng,BrkCmn,TA,CBlock,TA,TA,No,288,700,1362,TA,Y,1362,0,1362,1,3,TA,6,1,Attchd,1961.0,Unf,2,504,0,20,163000,47,Typical Layout,1.5,4086
RL,47.0,12416,Timber,1Fam,1Story,6,1986,VinylSd,Plywood,Stone,TA,CBlock,Gd,Fa,No,1398,0,1606,TA,Y,1651,0,1651,1,3,TA,7,1,Attchd,1986.0,Fin,2,616,192,0,184000,22,Typical Layout,2.0,4908
RL,84.0,12615,Edwards,1Fam,1Story,6,2001,WdShing,Wd Shng,None,TA,CBlock,TA,Gd,Av,477,725,1202,TA,Y,2158,0,2158,1,4,Gd,7,1,Attchd,1950.0,Unf,2,576,0,29,243000,57,Typical Layout,2.0,5518
RL,97.0,10029,ClearCr,1Fam,2Story,6,1989,Plywood,Plywood,BrkFace,Gd,PConc,Gd,TA,No,831,320,1151,TA,Y,1164,896,2060,0,4,TA,8,1,Attchd,1988.0,Unf,2,521,0,228,211000,19,Typical Layout,2.5,5271
RL,63.0,13650,Sawyer,1Fam,1.5Fin,5,1958,MetalSd,MetalSd,None,Gd,CBlock,TA,TA,No,57,554,1052,Ex,Y,1252,668,1920,1,4,Gd,8,1,Attchd,1958.0,Unf,2,451,0,0,172500,48,Typical Layout,2.0,4892
RL,63.0,17423,StoneBr,1Fam,1Story,9,2009,VinylSd,VinylSd,Stone,Ex,PConc,Ex,TA,No,1904,312,2216,Ex,Y,2234,0,2234,1,1,Ex,9,1,Attchd,2009.0,Fin,3,1166,0,60,501837,1,Many Rooms,2.0,6684
RM,60.0,8520,OldTown,1Fam,1Story,5,2006,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,TA,No,0,968,968,TA,Y,968,0,968,0,2,TA,5,0,Detchd,1935.0,Unf,2,480,0,0,100000,84,Few Rooms,1.0,2904
FV,54.0,2117,Somerst,Twnhs,2Story,6,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,No,436,320,756,Ex,Y,769,756,1525,0,3,Gd,5,1,Detchd,2000.0,Unf,2,440,0,0,177000,7,Few Rooms,2.5,3806
RL,54.0,7588,Crawfor,1Fam,2Story,7,1950,Stucco,Stucco,None,TA,BrkTil,Fa,TA,No,352,441,793,Gd,Y,901,901,1802,0,4,TA,9,1,Detchd,1920.0,Unf,1,216,0,0,200100,86,Many Rooms,1.5,4397
RL,60.0,9060,Edwards,1Fam,1Story,5,2006,Wd Sdng,Wd Sdng,BrkFace,TA,PConc,None,None,None,0,0,0,Ex,Y,1340,0,1340,0,3,TA,7,1,Attchd,1957.0,RFn,1,252,116,0,120000,50,Typical Layout,1.0,2680
RM,63.0,11426,OldTown,1Fam,1.5Fin,7,2003,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,1362,1362,Ex,Y,1362,720,2082,0,3,Gd,6,0,Detchd,2003.0,Unf,2,484,280,238,200000,5,Typical Layout,2.5,5526
RL,92.0,7438,BrkSide,1Fam,1.5Fin,5,1991,AsbShng,Plywood,None,TA,PConc,Fa,TA,No,0,504,504,Gd,Y,936,316,1252,0,3,TA,5,0,Attchd,1986.0,Unf,2,576,104,0,127000,98,Few Rooms,1.0,3008
RM,90.0,22950,OldTown,1Fam,2.5Fin,10,1993,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,TA,Mn,0,1107,1107,Ex,Y,1518,1518,3608,0,4,Ex,12,2,Detchd,1993.0,Unf,3,840,0,260,475000,114,Many Rooms,2.5,7751
RL,60.0,9947,Mitchel,1Fam,SLvl,7,1991,HdBoard,HdBoard,None,TA,PConc,Gd,TA,Av,611,577,1188,Ex,Y,1217,0,1217,1,3,Gd,6,0,Attchd,1990.0,Unf,2,497,168,27,173000,19,Typical Layout,2.0,3622
RL,60.0,10410,OldTown,1Fam,1.5Fin,5,1987,HdBoard,HdBoard,None,TA,CBlock,Fa,TA,No,0,660,660,Ex,Y,808,704,1656,0,3,TA,8,0,Detchd,1916.0,Unf,1,180,0,0,135000,93,Typical Layout,2.5,3828
RL,64.0,7018,SawyerW,Duplex,SFoyer,5,1979,Plywood,Plywood,Stone,TA,CBlock,Gd,TA,Av,1086,0,1086,TA,Y,1224,0,1224,2,2,TA,6,2,Detchd,1979.0,Unf,2,528,120,0,153337,30,Typical Layout,1.0,3534
RL,41.0,4923,StoneBr,TwnhsE,1Story,8,2002,CemntBd,CmentBd,None,Gd,PConc,Ex,TA,Av,1153,440,1593,Ex,Y,1593,0,1593,1,0,Ex,5,1,Attchd,2001.0,Fin,2,682,0,120,286000,7,Few Rooms,1.5,4779
RL,70.0,10570,Crawfor,1Fam,2Story,8,1994,BrkFace,BrkFace,None,Gd,CBlock,Gd,Gd,No,297,556,853,TA,Y,1549,1178,2727,0,3,Gd,10,2,Detchd,1932.0,Unf,2,440,0,74,315000,75,Many Rooms,2.5,6307
RL,68.0,7472,NAmes,1Fam,2Story,7,2004,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,626,99,725,Gd,Y,725,754,1479,1,4,Gd,7,0,Attchd,1972.0,Fin,2,484,0,32,184000,35,Typical Layout,1.5,3683
RL,68.0,9017,CollgCr,1Fam,1Story,7,1999,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,560,871,1431,Ex,Y,1431,0,1431,1,3,Gd,6,0,Attchd,1999.0,Fin,2,666,0,35,192000,10,Typical Layout,2.0,4293
RM,24.0,2522,Edwards,Twnhs,2Story,7,2004,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,970,970,Ex,Y,970,739,1709,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,130000,2,Typical Layout,2.0,4388
RL,60.0,7180,CollgCr,1Fam,1Story,5,1972,HdBoard,HdBoard,None,TA,CBlock,TA,TA,Av,390,474,864,TA,Y,864,0,864,0,3,TA,5,0,Detchd,1989.0,Unf,1,352,0,0,127000,36,Few Rooms,1.0,2592
RL,24.0,2280,NPkVill,Twnhs,2Story,6,1976,Plywood,Brk Cmn,None,TA,CBlock,Gd,TA,No,566,289,855,TA,Y,855,601,1456,0,3,TA,7,1,Attchd,1976.0,Unf,2,440,87,0,148500,33,Typical Layout,2.5,3767
RL,79.0,9416,Somerst,1Fam,1Story,7,2007,CemntBd,CmentBd,Stone,Ex,PConc,Ex,TA,No,1126,600,1726,Ex,Y,1726,0,1726,1,3,Ex,8,1,Attchd,2007.0,Fin,3,786,171,138,311872,0,Typical Layout,2.0,5178
RL,174.0,25419,NAmes,1Fam,2Story,8,1990,Stucco,Stucco,None,Gd,PConc,TA,TA,No,1036,140,1360,Gd,Y,1360,1360,3112,1,4,Gd,8,1,Detchd,1918.0,Unf,2,795,0,16,235000,88,Typical Layout,2.0,7192
